numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion_us
6;auspol2019;Hash_Abierto;60000;2223
6;auspol2019;Hash_Abierto;70000;2575
6;auspol2019;Hash_Abierto;80000;2955
6;auspol2019;Hash_Abierto;90000;3290
6;auspol2019;Hash_Abierto;100000;3623
6;auspol2019;Hash_Abierto;110000;3936
6;auspol2019;Hash_Abierto;120000;4245
6;auspol2019;Hash_Abierto;130000;4553
6;auspol2019;Hash_Abierto;140000;4858
6;auspol2019;Hash_Abierto;150000;5200
6;auspol2019;Hash_Abierto;160000;5582
6;auspol2019;Hash_Abierto;170000;5933
6;auspol2019;Hash_Abierto;180000;6242
6;auspol2019;Cerrado_Lineal;10000;346
6;auspol2019;Cerrado_Lineal;20000;714
6;auspol2019;Cerrado_Lineal;30000;1131
6;auspol2019;Cerrado_Lineal;40000;1529
6;auspol2019;Cerrado_Lineal;50000;1901
6;auspol2019;Cerrado_Lineal;60000;2289
6;auspol2019;Cerrado_Lineal;70000;2649
6;auspol2019;Cerrado_Lineal;80000;3034
6;auspol2019;Cerrado_Lineal;90000;3387
6;auspol2019;Cerrado_Lineal;100000;3722
6;auspol2019;Cerrado_Lineal;110000;4058
6;auspol2019;Cerrado_Lineal;120000;4378
6;auspol2019;Cerrado_Lineal;130000;4696
6;auspol2019;Cerrado_Lineal;140000;5005
6;auspol2019;Cerrado_Lineal;150000;5382
6;auspol2019;Cerrado_Lineal;160000;5808
6;auspol2019;Cerrado_Lineal;170000;6188
6;auspol2019;Cerrado_Lineal;180000;6513
6;auspol2019;Cerrado_Cuadratico;10000;346
6;auspol2019;Cerrado_Cuadratico;20000;709
6;auspol2019;Cerrado_Cuadratico;30000;1082
6;auspol2019;Cerrado_Cuadratico;40000;1432
6;auspol2019;Cerrado_Cuadratico;50000;1768
6;auspol2019;Cerrado_Cuadratico;60000;2120
6;auspol2019;Cerrado_Cuadratico;70000;2467
6;auspol2019;Cerrado_Cuadratico;80000;2814
6;auspol2019;Cerrado_Cuadratico;90000;3129
6;auspol2019;Cerrado_Cuadratico;100000;3440
6;auspol2019;Cerrado_Cuadratico;110000;3743
6;auspol2019;Cerrado_Cuadratico;120000;4044
6;auspol2019;Cerrado_Cuadratico;130000;4359
6;auspol2019;Cerrado_Cuadratico;140000;4655
6;auspol2019;Cerrado_Cuadratico;150000;4995
6;auspol2019;Cerrado_Cuadratico;160000;5370
6;auspol2019;Cerrado_Cuadratico;170000;5718
6;auspol2019;Cerrado_Cuadratico;180000;6027
6;auspol2019;Cerrado_Doble;10000;552
6;auspol2019;Cerrado_Doble;20000;1125
6;auspol2019;Cerrado_Doble;30000;1994
6;auspol2019;Cerrado_Doble;40000;2631
6;auspol2019;Cerrado_Doble;50000;3209
6;auspol2019;Cerrado_Doble;60000;3873
6;auspol2019;Cerrado_Doble;70000;4478
6;auspol2019;Cerrado_Doble;80000;5080
6;auspol2019;Cerrado_Doble;90000;5650
6;auspol2019;Cerrado_Doble;100000;6192
6;auspol2019;Cerrado_Doble;110000;6756
6;auspol2019;Cerrado_Doble;120000;7284
6;auspol2019;Cerrado_Doble;130000;7825
6;auspol2019;Cerrado_Doble;140000;8342
6;auspol2019;Cerrado_Doble;150000;8916
6;auspol2019;Cerrado_Doble;160000;9588
6;auspol2019;Cerrado_Doble;170000;10188
6;auspol2019;Cerrado_Doble;180000;10744
6;auspol2019;STL_UnorderedMap;10000;285
6;auspol2019;STL_UnorderedMap;20000;571
6;auspol2019;STL_UnorderedMap;30000;861
6;auspol2019;STL_UnorderedMap;40000;1121
6;auspol2019;STL_UnorderedMap;50000;1389
6;auspol2019;STL_UnorderedMap;60000;1666
6;auspol2019;STL_UnorderedMap;70000;1933
6;auspol2019;STL_UnorderedMap;80000;2227
6;auspol2019;STL_UnorderedMap;90000;2485
6;auspol2019;STL_UnorderedMap;100000;2734
6;auspol2019;STL_UnorderedMap;110000;2971
6;auspol2019;STL_UnorderedMap;120000;3218
6;auspol2019;STL_UnorderedMap;130000;3452
6;auspol2019;STL_UnorderedMap;140000;3675
6;auspol2019;STL_UnorderedMap;150000;3947
6;auspol2019;STL_UnorderedMap;160000;4300
6;auspol2019;STL_UnorderedMap;170000;4594
6;auspol2019;STL_UnorderedMap;180000;4842
7;auspol2019;Hash_Abierto;10000;404
7;auspol2019;Hash_Abierto;20000;804
7;auspol2019;Hash_Abierto;30000;1196
7;auspol2019;Hash_Abierto;40000;1549
7;auspol2019;Hash_Abierto;50000;1895
7;auspol2019;Hash_Abierto;60000;2237
7;auspol2019;Hash_Abierto;70000;2569
7;auspol2019;Hash_Abierto;80000;2901
7;auspol2019;Hash_Abierto;90000;3192
7;auspol2019;Hash_Abierto;100000;3473
7;auspol2019;Hash_Abierto;110000;3741
7;auspol2019;Hash_Abierto;120000;4007
7;auspol2019;Hash_Abierto;130000;4269
7;auspol2019;Hash_Abierto;140000;4566
7;auspol2019;Hash_Abierto;150000;4899
7;auspol2019;Hash_Abierto;160000;5281
7;auspol2019;Hash_Abierto;170000;5643
7;auspol2019;Hash_Abierto;180000;5954
7;auspol2019;Cerrado_Lineal;10000;354
7;auspol2019;Cerrado_Lineal;20000;727
7;auspol2019;Cerrado_Lineal;30000;1130
7;auspol2019;Cerrado_Lineal;40000;1479
7;auspol2019;Cerrado_Lineal;50000;1827
7;auspol2019;Cerrado_Lineal;60000;2189
7;auspol2019;Cerrado_Lineal;70000;2545
7;auspol2019;Cerrado_Lineal;80000;2901
7;auspol2019;Cerrado_Lineal;90000;3239
7;auspol2019;Cerrado_Lineal;100000;3559
7;auspol2019;Cerrado_Lineal;110000;3871
7;auspol2019;Cerrado_Lineal;120000;4181
7;auspol2019;Cerrado_Lineal;130000;4491
7;auspol2019;Cerrado_Lineal;140000;4795
7;auspol2019;Cerrado_Lineal;150000;5152
7;auspol2019;Cerrado_Lineal;160000;5548
7;auspol2019;Cerrado_Lineal;170000;5945
7;auspol2019;Cerrado_Lineal;180000;6293
7;auspol2019;Cerrado_Cuadratico;10000;346
7;auspol2019;Cerrado_Cuadratico;20000;700
7;auspol2019;Cerrado_Cuadratico;30000;1062
7;auspol2019;Cerrado_Cuadratico;40000;1394
7;auspol2019;Cerrado_Cuadratico;50000;1725
7;auspol2019;Cerrado_Cuadratico;60000;2071
7;auspol2019;Cerrado_Cuadratico;70000;2404
7;auspol2019;Cerrado_Cuadratico;80000;2731
7;auspol2019;Cerrado_Cuadratico;90000;3029
7;auspol2019;Cerrado_Cuadratico;100000;3323
7;auspol2019;Cerrado_Cuadratico;110000;3619
7;auspol2019;Cerrado_Cuadratico;120000;3904
7;auspol2019;Cerrado_Cuadratico;130000;4202
7;auspol2019;Cerrado_Cuadratico;140000;4496
7;auspol2019;Cerrado_Cuadratico;150000;4823
7;auspol2019;Cerrado_Cuadratico;160000;5189
7;auspol2019;Cerrado_Cuadratico;170000;5530
7;auspol2019;Cerrado_Cuadratico;180000;5857
7;auspol2019;Cerrado_Doble;10000;581
7;auspol2019;Cerrado_Doble;20000;1163
7;auspol2019;Cerrado_Doble;30000;1746
7;auspol2019;Cerrado_Doble;40000;2304
7;auspol2019;Cerrado_Doble;50000;2851
7;auspol2019;Cerrado_Doble;60000;3417
7;auspol2019;Cerrado_Doble;70000;3974
7;auspol2019;Cerrado_Doble;80000;4541
7;auspol2019;Cerrado_Doble;90000;5073
7;auspol2019;Cerrado_Doble;100000;5607
7;auspol2019;Cerrado_Doble;110000;6150
7;auspol2019;Cerrado_Doble;120000;6671
7;auspol2019;Cerrado_Doble;130000;7293
7;auspol2019;Cerrado_Doble;140000;7859
7;auspol2019;Cerrado_Doble;150000;8480
7;auspol2019;Cerrado_Doble;160000;9157
7;auspol2019;Cerrado_Doble;170000;9769
7;auspol2019;Cerrado_Doble;180000;10302
7;auspol2019;STL_UnorderedMap;10000;271
7;auspol2019;STL_UnorderedMap;20000;610
7;auspol2019;STL_UnorderedMap;30000;932
7;auspol2019;STL_UnorderedMap;40000;1263
7;auspol2019;STL_UnorderedMap;50000;1568
7;auspol2019;STL_UnorderedMap;60000;2011
7;auspol2019;STL_UnorderedMap;70000;2370
7;auspol2019;STL_UnorderedMap;80000;2738
7;auspol2019;STL_UnorderedMap;90000;3030
7;auspol2019;STL_UnorderedMap;100000;3313
7;auspol2019;STL_UnorderedMap;110000;3568
7;auspol2019;STL_UnorderedMap;120000;3838
7;auspol2019;STL_UnorderedMap;130000;4087
7;auspol2019;STL_UnorderedMap;140000;4322
7;auspol2019;STL_UnorderedMap;150000;4607
7;auspol2019;STL_UnorderedMap;160000;4941
7;auspol2019;STL_UnorderedMap;170000;5238
7;auspol2019;STL_UnorderedMap;180000;5496
8;auspol2019;Hash_Abierto;10000;387
8;auspol2019;Hash_Abierto;20000;780
8;auspol2019;Hash_Abierto;30000;1172
8;auspol2019;Hash_Abierto;40000;1543
8;auspol2019;Hash_Abierto;50000;1898
8;auspol2019;Hash_Abierto;60000;2269
8;auspol2019;Hash_Abierto;70000;2617
8;auspol2019;Hash_Abierto;80000;2978
8;auspol2019;Hash_Abierto;90000;3300
8;auspol2019;Hash_Abierto;100000;3640
8;auspol2019;Hash_Abierto;110000;3919
8;auspol2019;Hash_Abierto;120000;4189
8;auspol2019;Hash_Abierto;130000;4454
8;auspol2019;Hash_Abierto;140000;4711
8;auspol2019;Hash_Abierto;150000;5019
8;auspol2019;Hash_Abierto;160000;5416
8;auspol2019;Hash_Abierto;170000;5781
8;auspol2019;Hash_Abierto;180000;6090
8;auspol2019;Cerrado_Lineal;10000;377
8;auspol2019;Cerrado_Lineal;20000;749
8;auspol2019;Cerrado_Lineal;30000;1128
8;auspol2019;Cerrado_Lineal;40000;1475
8;auspol2019;Cerrado_Lineal;50000;1821
8;auspol2019;Cerrado_Lineal;60000;2197
8;auspol2019;Cerrado_Lineal;70000;2543
8;auspol2019;Cerrado_Lineal;80000;2898
8;auspol2019;Cerrado_Lineal;90000;3223
8;auspol2019;Cerrado_Lineal;100000;3540
8;auspol2019;Cerrado_Lineal;110000;3851
8;auspol2019;Cerrado_Lineal;120000;4182
8;auspol2019;Cerrado_Lineal;130000;4495
8;auspol2019;Cerrado_Lineal;140000;4856
8;auspol2019;Cerrado_Lineal;150000;5211
8;auspol2019;Cerrado_Lineal;160000;5609
8;auspol2019;Cerrado_Lineal;170000;5970
8;auspol2019;Cerrado_Lineal;180000;6300
8;auspol2019;Cerrado_Cuadratico;10000;334
8;auspol2019;Cerrado_Cuadratico;20000;688
8;auspol2019;Cerrado_Cuadratico;30000;1052
8;auspol2019;Cerrado_Cuadratico;40000;1413
8;auspol2019;Cerrado_Cuadratico;50000;1753
8;auspol2019;Cerrado_Cuadratico;60000;2106
8;auspol2019;Cerrado_Cuadratico;70000;2444
8;auspol2019;Cerrado_Cuadratico;80000;2794
8;auspol2019;Cerrado_Cuadratico;90000;3127
8;auspol2019;Cerrado_Cuadratico;100000;3462
8;auspol2019;Cerrado_Cuadratico;110000;3778
8;auspol2019;Cerrado_Cuadratico;120000;4088
8;auspol2019;Cerrado_Cuadratico;130000;4398
8;auspol2019;Cerrado_Cuadratico;140000;4698
8;auspol2019;Cerrado_Cuadratico;150000;5048
8;auspol2019;Cerrado_Cuadratico;160000;5534
8;auspol2019;Cerrado_Cuadratico;170000;5906
8;auspol2019;Cerrado_Cuadratico;180000;6223
8;auspol2019;Cerrado_Doble;10000;556
8;auspol2019;Cerrado_Doble;20000;1114
8;auspol2019;Cerrado_Doble;30000;1690
8;auspol2019;Cerrado_Doble;40000;2218
8;auspol2019;Cerrado_Doble;50000;2782
8;auspol2019;Cerrado_Doble;60000;3351
8;auspol2019;Cerrado_Doble;70000;3897
8;auspol2019;Cerrado_Doble;80000;4458
8;auspol2019;Cerrado_Doble;90000;5002
8;auspol2019;Cerrado_Doble;100000;5531
8;auspol2019;Cerrado_Doble;110000;6052
8;auspol2019;Cerrado_Doble;120000;6609
8;auspol2019;Cerrado_Doble;130000;7138
8;auspol2019;Cerrado_Doble;140000;7653
8;auspol2019;Cerrado_Doble;150000;8242
8;auspol2019;Cerrado_Doble;160000;8956
8;auspol2019;Cerrado_Doble;170000;9571
8;auspol2019;Cerrado_Doble;180000;10098
8;auspol2019;STL_UnorderedMap;10000;276
8;auspol2019;STL_UnorderedMap;20000;559
8;auspol2019;STL_UnorderedMap;30000;871
8;auspol2019;STL_UnorderedMap;40000;1137
8;auspol2019;STL_UnorderedMap;50000;1407
8;auspol2019;STL_UnorderedMap;60000;1688
8;auspol2019;STL_UnorderedMap;70000;1971
8;auspol2019;STL_UnorderedMap;80000;2260
8;auspol2019;STL_UnorderedMap;90000;2515
8;auspol2019;STL_UnorderedMap;100000;2764
8;auspol2019;STL_UnorderedMap;110000;3002
8;auspol2019;STL_UnorderedMap;120000;3238
8;auspol2019;STL_UnorderedMap;130000;3470
8;auspol2019;STL_UnorderedMap;140000;3692
8;auspol2019;STL_UnorderedMap;150000;3978
8;auspol2019;STL_UnorderedMap;160000;4284
8;auspol2019;STL_UnorderedMap;170000;4562
8;auspol2019;STL_UnorderedMap;180000;4810
9;auspol2019;Hash_Abierto;10000;402
9;auspol2019;Hash_Abierto;20000;794
9;auspol2019;Hash_Abierto;30000;1186
9;auspol2019;Hash_Abierto;40000;1533
9;auspol2019;Hash_Abierto;50000;1881
9;auspol2019;Hash_Abierto;60000;2244
9;auspol2019;Hash_Abierto;70000;2611
9;auspol2019;Hash_Abierto;80000;2970
9;auspol2019;Hash_Abierto;90000;3290
9;auspol2019;Hash_Abierto;100000;3602
9;auspol2019;Hash_Abierto;110000;3902
9;auspol2019;Hash_Abierto;120000;4199
9;auspol2019;Hash_Abierto;130000;4507
9;auspol2019;Hash_Abierto;140000;4795
9;auspol2019;Hash_Abierto;150000;5124
9;auspol2019;Hash_Abierto;160000;5512
9;auspol2019;Hash_Abierto;170000;5857
9;auspol2019;Hash_Abierto;180000;6161
9;auspol2019;Cerrado_Lineal;10000;346
9;auspol2019;Cerrado_Lineal;20000;713
9;auspol2019;Cerrado_Lineal;30000;1104
9;auspol2019;Cerrado_Lineal;40000;1450
9;auspol2019;Cerrado_Lineal;50000;1795
9;auspol2019;Cerrado_Lineal;60000;2155
9;auspol2019;Cerrado_Lineal;70000;2497
9;auspol2019;Cerrado_Lineal;80000;2871
9;auspol2019;Cerrado_Lineal;90000;3340
9;auspol2019;Cerrado_Lineal;100000;3700
9;auspol2019;Cerrado_Lineal;110000;4019
9;auspol2019;Cerrado_Lineal;120000;4333
9;auspol2019;Cerrado_Lineal;130000;4646
9;auspol2019;Cerrado_Lineal;140000;4996
9;auspol2019;Cerrado_Lineal;150000;5347
9;auspol2019;Cerrado_Lineal;160000;5743
9;auspol2019;Cerrado_Lineal;170000;6103
9;auspol2019;Cerrado_Lineal;180000;6419
9;auspol2019;Cerrado_Cuadratico;10000;335
9;auspol2019;Cerrado_Cuadratico;20000;688
9;auspol2019;Cerrado_Cuadratico;30000;1068
9;auspol2019;Cerrado_Cuadratico;40000;1401
9;auspol2019;Cerrado_Cuadratico;50000;1733
9;auspol2019;Cerrado_Cuadratico;60000;2093
9;auspol2019;Cerrado_Cuadratico;70000;2425
9;auspol2019;Cerrado_Cuadratico;80000;2767
9;auspol2019;Cerrado_Cuadratico;90000;3080
9;auspol2019;Cerrado_Cuadratico;100000;3389
9;auspol2019;Cerrado_Cuadratico;110000;3691
9;auspol2019;Cerrado_Cuadratico;120000;4037
9;auspol2019;Cerrado_Cuadratico;130000;4343
9;auspol2019;Cerrado_Cuadratico;140000;4638
9;auspol2019;Cerrado_Cuadratico;150000;4964
9;auspol2019;Cerrado_Cuadratico;160000;5335
9;auspol2019;Cerrado_Cuadratico;170000;5673
9;auspol2019;Cerrado_Cuadratico;180000;6002
9;auspol2019;Cerrado_Doble;10000;543
9;auspol2019;Cerrado_Doble;20000;1115
9;auspol2019;Cerrado_Doble;30000;1725
9;auspol2019;Cerrado_Doble;40000;2270
9;auspol2019;Cerrado_Doble;50000;2819
9;auspol2019;Cerrado_Doble;60000;3384
9;auspol2019;Cerrado_Doble;70000;3942
9;auspol2019;Cerrado_Doble;80000;4511
9;auspol2019;Cerrado_Doble;90000;5038
9;auspol2019;Cerrado_Doble;100000;5666
9;auspol2019;Cerrado_Doble;110000;6208
9;auspol2019;Cerrado_Doble;120000;6733
9;auspol2019;Cerrado_Doble;130000;7267
9;auspol2019;Cerrado_Doble;140000;7760
9;auspol2019;Cerrado_Doble;150000;8342
9;auspol2019;Cerrado_Doble;160000;8963
9;auspol2019;Cerrado_Doble;170000;9552
9;auspol2019;Cerrado_Doble;180000;10069
9;auspol2019;STL_UnorderedMap;10000;270
9;auspol2019;STL_UnorderedMap;20000;549
9;auspol2019;STL_UnorderedMap;30000;850
9;auspol2019;STL_UnorderedMap;40000;1110
9;auspol2019;STL_UnorderedMap;50000;1370
9;auspol2019;STL_UnorderedMap;60000;1644
9;auspol2019;STL_UnorderedMap;70000;1906
9;auspol2019;STL_UnorderedMap;80000;2182
9;auspol2019;STL_UnorderedMap;90000;2430
9;auspol2019;STL_UnorderedMap;100000;2671
9;auspol2019;STL_UnorderedMap;110000;2919
9;auspol2019;STL_UnorderedMap;120000;3166
9;auspol2019;STL_UnorderedMap;130000;3395
9;auspol2019;STL_UnorderedMap;140000;3614
9;auspol2019;STL_UnorderedMap;150000;3866
9;auspol2019;STL_UnorderedMap;160000;4173
9;auspol2019;STL_UnorderedMap;170000;4446
9;auspol2019;STL_UnorderedMap;180000;4689
10;auspol2019;Hash_Abierto;10000;370
10;auspol2019;Hash_Abierto;20000;745
10;auspol2019;Hash_Abierto;30000;1132
10;auspol2019;Hash_Abierto;40000;1486
10;auspol2019;Hash_Abierto;50000;1837
10;auspol2019;Hash_Abierto;60000;2192
10;auspol2019;Hash_Abierto;70000;2527
10;auspol2019;Hash_Abierto;80000;2875
10;auspol2019;Hash_Abierto;90000;3259
10;auspol2019;Hash_Abierto;100000;3582
10;auspol2019;Hash_Abierto;110000;3889
10;auspol2019;Hash_Abierto;120000;4193
10;auspol2019;Hash_Abierto;130000;4493
10;auspol2019;Hash_Abierto;140000;4807
10;auspol2019;Hash_Abierto;150000;5143
10;auspol2019;Hash_Abierto;160000;5573
10;auspol2019;Hash_Abierto;170000;5929
10;auspol2019;Hash_Abierto;180000;6237
10;auspol2019;Cerrado_Lineal;10000;359
10;auspol2019;Cerrado_Lineal;20000;1005
10;auspol2019;Cerrado_Lineal;30000;1599
10;auspol2019;Cerrado_Lineal;40000;1974
10;auspol2019;Cerrado_Lineal;50000;2348
10;auspol2019;Cerrado_Lineal;60000;2727
10;auspol2019;Cerrado_Lineal;70000;3082
10;auspol2019;Cerrado_Lineal;80000;3450
10;auspol2019;Cerrado_Lineal;90000;3785
10;auspol2019;Cerrado_Lineal;100000;4113
10;auspol2019;Cerrado_Lineal;110000;4443
10;auspol2019;Cerrado_Lineal;120000;4759
10;auspol2019;Cerrado_Lineal;130000;5075
10;auspol2019;Cerrado_Lineal;140000;5382
10;auspol2019;Cerrado_Lineal;150000;5753
10;auspol2019;Cerrado_Lineal;160000;6156
10;auspol2019;Cerrado_Lineal;170000;6530
10;auspol2019;Cerrado_Lineal;180000;6849
10;auspol2019;Cerrado_Cuadratico;10000;333
10;auspol2019;Cerrado_Cuadratico;20000;687
10;auspol2019;Cerrado_Cuadratico;30000;1061
10;auspol2019;Cerrado_Cuadratico;40000;1395
10;auspol2019;Cerrado_Cuadratico;50000;1728
10;auspol2019;Cerrado_Cuadratico;60000;2075
10;auspol2019;Cerrado_Cuadratico;70000;2436
10;auspol2019;Cerrado_Cuadratico;80000;2781
10;auspol2019;Cerrado_Cuadratico;90000;3107
10;auspol2019;Cerrado_Cuadratico;100000;3419
10;auspol2019;Cerrado_Cuadratico;110000;3723
10;auspol2019;Cerrado_Cuadratico;120000;4024
10;auspol2019;Cerrado_Cuadratico;130000;4325
10;auspol2019;Cerrado_Cuadratico;140000;4617
10;auspol2019;Cerrado_Cuadratico;150000;4943
10;auspol2019;Cerrado_Cuadratico;160000;5319
10;auspol2019;Cerrado_Cuadratico;170000;5664
10;auspol2019;Cerrado_Cuadratico;180000;5968
10;auspol2019;Cerrado_Doble;10000;545
10;auspol2019;Cerrado_Doble;20000;1139
10;auspol2019;Cerrado_Doble;30000;1722
10;auspol2019;Cerrado_Doble;40000;2266
10;auspol2019;Cerrado_Doble;50000;2910
10;auspol2019;Cerrado_Doble;60000;4301
10;auspol2019;Cerrado_Doble;70000;4877
10;auspol2019;Cerrado_Doble;80000;5454
10;auspol2019;Cerrado_Doble;90000;5989
10;auspol2019;Cerrado_Doble;100000;6521
10;auspol2019;Cerrado_Doble;110000;7521
10;auspol2019;Cerrado_Doble;120000;8126
10;auspol2019;Cerrado_Doble;130000;8676
10;auspol2019;Cerrado_Doble;140000;9197
10;auspol2019;Cerrado_Doble;150000;9760
10;auspol2019;Cerrado_Doble;160000;10380
10;auspol2019;Cerrado_Doble;170000;10969
10;auspol2019;Cerrado_Doble;180000;11491
10;auspol2019;STL_UnorderedMap;10000;281
10;auspol2019;STL_UnorderedMap;20000;576
10;auspol2019;STL_UnorderedMap;30000;872
10;auspol2019;STL_UnorderedMap;40000;1133
10;auspol2019;STL_UnorderedMap;50000;1395
10;auspol2019;STL_UnorderedMap;60000;1674
10;auspol2019;STL_UnorderedMap;70000;1941
10;auspol2019;STL_UnorderedMap;80000;2223
10;auspol2019;STL_UnorderedMap;90000;2476
10;auspol2019;STL_UnorderedMap;100000;2741
10;auspol2019;STL_UnorderedMap;110000;2980
10;auspol2019;STL_UnorderedMap;120000;3217
10;auspol2019;STL_UnorderedMap;130000;3449
10;auspol2019;STL_UnorderedMap;140000;3671
10;auspol2019;STL_UnorderedMap;150000;3928
10;auspol2019;STL_UnorderedMap;160000;4240
10;auspol2019;STL_UnorderedMap;170000;4514
10;auspol2019;STL_UnorderedMap;180000;4774
11;auspol2019;Hash_Abierto;10000;377
11;auspol2019;Hash_Abierto;20000;757
11;auspol2019;Hash_Abierto;30000;1149
11;auspol2019;Hash_Abierto;40000;1532
11;auspol2019;Hash_Abierto;50000;1886
11;auspol2019;Hash_Abierto;60000;2249
11;auspol2019;Hash_Abierto;70000;2598
11;auspol2019;Hash_Abierto;80000;2954
11;auspol2019;Hash_Abierto;90000;3311
